bid,ask,bid_vol,ask_vol,time
1.16391,1.16393,1000000.0,2250000.0,2018-08-31T12:45:00.174000Z
1.16389,1.16393,1950000.0477,2509999.9905,2018-08-31T12:45:00.437000Z
1.16389,1.16392,3450000.0477,2059999.9428,2018-08-31T12:45:00.968000Z
1.1639000000000002,1.16393,1000000.0,2440000.0572,2018-08-31T12:45:02.249000Z
1.1639000000000002,1.16393,1000000.0,3940000.0572,2018-08-31T12:45:03.431000Z
1.1639000000000002,1.16393,1200000.0477,3940000.0572,2018-08-31T12:45:04.472000Z
1.16392,1.16394,1500000.0,1000000.0,2018-08-31T12:45:04.680000Z
1.16392,1.16396,1000000.0,8359999.6567,2018-08-31T12:45:04.837000Z
1.16392,1.16395,1000000.0,1190000.0572,2018-08-31T12:45:04.991000Z
1.16391,1.16395,1000000.0,13310000.4196,2018-08-31T12:45:05.313000Z
1.16391,1.16395,1000000.0,8060000.4196,2018-08-31T12:45:05.830000Z
1.16391,1.16395,1500000.0,9939999.5804,2018-08-31T12:45:06.360000Z
1.16391,1.16394,1000000.0,1309999.9428,2018-08-31T12:45:06.861000Z
1.16391,1.16394,1000000.0,2059999.9428,2018-08-31T12:45:07.694000Z
1.16393,1.16395,1000000.0,1120000.0048,2018-08-31T12:45:08.186000Z
1.16395,1.16398,1250000.0,3750000.0,2018-08-31T12:45:08.240000Z
1.16398,1.16401,1000000.0,13010000.2289,2018-08-31T12:45:08.768000Z
1.16399,1.16402,1000000.0,4650000.0954,2018-08-31T12:45:08.821000Z
1.16399,1.16401,1000000.0,1690000.0572,2018-08-31T12:45:08.932000Z
1.16399,1.16401,1000000.0,2440000.0572,2018-08-31T12:45:09.451000Z
1.16399,1.16402,4389999.8665,3000000.0,2018-08-31T12:45:10.398000Z
1.16399,1.16403,3819999.9332,2890000.1049,2018-08-31T12:45:10.899000Z
1.16401,1.16405,1120000.0048,4949999.8093,2018-08-31T12:45:11.209000Z
1.16401,1.16405,1759999.9905,7010000.2289,2018-08-31T12:45:11.870000Z
1.16402,1.16404,1000000.0,1690000.0572,2018-08-31T12:45:12.407000Z
1.1640000000000001,1.16403,1250000.0,1250000.0,2018-08-31T12:45:12.461000Z
1.1640000000000001,1.16403,1000000.0,3599999.9046,2018-08-31T12:45:12.619000Z
1.1639700000000002,1.16399,5139999.8665,1500000.0,2018-08-31T12:45:15.229000Z
1.16394,1.1639700000000002,4309999.9428,4869999.8856,2018-08-31T12:45:15.333000Z
1.16393,1.16395,2700000.0477,1870000.0048,2018-08-31T12:45:15.390000Z
1.1638700000000002,1.1639000000000002,1570000.0525,1870000.0048,2018-08-31T12:45:15.727000Z
1.16388,1.16391,1000000.0,2250000.0,2018-08-31T12:45:16.312000Z
1.16389,1.16393,2059999.9428,6449999.8093,2018-08-31T12:45:16.627000Z
1.16388,1.16391,2700000.0477,1000000.0,2018-08-31T12:45:16.731000Z
1.16388,1.16391,1250000.0,2509999.9905,2018-08-31T12:45:17.282000Z
1.16388,1.16391,1870000.0048,1289999.9619,2018-08-31T12:45:17.808000Z
1.16388,1.16392,2059999.9428,3190000.0572,2018-08-31T12:45:18.177000Z
1.16388,1.1639000000000002,1309999.9428,1000000.0,2018-08-31T12:45:18.283000Z
1.1638700000000002,1.16391,3190000.0572,5469999.7902,2018-08-31T12:45:18.788000Z
1.1639000000000002,1.16393,2250000.0,2740000.0095,2018-08-31T12:45:19.117000Z
1.16392,1.16394,1500000.0,1000000.0,2018-08-31T12:45:19.427000Z
1.16392,1.16396,1250000.0,3369999.8856,2018-08-31T12:45:19.582000Z
1.16395,1.1639700000000002,1000000.0,3259999.9905,2018-08-31T12:45:19.760000Z
1.16394,1.16396,1000000.0,2250000.0,2018-08-31T12:45:20.271000Z
1.16395,1.1639700000000002,1000000.0,3559999.9428,2018-08-31T12:45:20.830000Z
1.16395,1.1639700000000002,1000000.0,3190000.0572,2018-08-31T12:45:21.358000Z
1.16395,1.16399,1870000.0048,4570000.1717,2018-08-31T12:45:21.670000Z
1.16394,1.16398,1870000.0048,3940000.0572,2018-08-31T12:45:22.268000Z
1.16395,1.16399,4690000.0572,2809999.9428,2018-08-31T12:45:23.696000Z
1.1639700000000002,1.16399,1000000.0,1250000.0,2018-08-31T12:45:23.750000Z
1.16389,1.16391,1690000.0572,1000000.0,2018-08-31T12:45:24.070000Z
1.16385,1.1638600000000001,1000000.0,1000000.0,2018-08-31T12:45:24.372000Z
1.16384,1.1638700000000002,1000000.0,4869999.8856,2018-08-31T12:45:24.477000Z
1.16385,1.1638700000000002,1000000.0,2619999.8856,2018-08-31T12:45:24.530000Z
1.1638700000000002,1.16388,1000000.0,1000000.0,2018-08-31T12:45:24.688000Z
1.1638600000000001,1.16388,1000000.0,1000000.0,2018-08-31T12:45:25.349000Z
1.16383,1.1638700000000002,3369999.8856,6070000.1717,2018-08-31T12:45:25.676000Z
1.16383,1.1638700000000002,1690000.0572,3069999.9332,2018-08-31T12:45:25.730000Z
1.16383,1.16385,2890000.1049,1250000.0,2018-08-31T12:45:25.781000Z
1.16381,1.16384,1250000.0,1309999.9428,2018-08-31T12:45:25.990000Z
1.16383,1.1638600000000001,1690000.0572,3000000.0,2018-08-31T12:45:26.118000Z
1.16383,1.1638700000000002,3640000.1049,2700000.0477,2018-08-31T12:45:26.170000Z
1.16385,1.1638700000000002,1000000.0,2700000.0477,2018-08-31T12:45:26.223000Z
1.16383,1.1638600000000001,1500000.0,1190000.0572,2018-08-31T12:45:26.771000Z
1.16383,1.1638700000000002,2700000.0477,4570000.1717,2018-08-31T12:45:27.517000Z
1.16381,1.16383,2700000.0477,1000000.0,2018-08-31T12:45:27.620000Z
1.16379,1.16382,1000000.0,6000000.0,2018-08-31T12:45:27.722000Z
1.16378,1.16382,2319999.9332,4389999.8665,2018-08-31T12:45:28.251000Z
1.16378,1.16381,2319999.9332,2250000.0,2018-08-31T12:45:29.005000Z
1.16378,1.16379,1250000.0,1000000.0,2018-08-31T12:45:29.897000Z
1.1637700000000002,1.16381,1500000.0,5320000.1717,2018-08-31T12:45:30.324000Z
