,ask,ask,ask,ask,bid,bid,bid,bid,bid_vol,ask_vol
,open,high,low,close,open,high,low,close,bid_vol,ask_vol
time,,,,,,,,,,
2018-01-31 13:45:31+00:00,0.7411800000000001,0.74119,0.7411800000000001,0.74119,0.74125,0.74126,0.74125,0.74126,2.12000000476837,2.0
2018-01-31 13:45:32+00:00,0.7411800000000001,0.7411800000000001,0.7411800000000001,0.7411800000000001,0.74126,0.74126,0.74126,0.74126,2.62000000476837,2.0
2018-01-31 13:45:33+00:00,0.74117,0.7411800000000001,0.74117,0.7411800000000001,0.74125,0.74125,0.74125,0.74125,3.0,2.0
2018-01-31 13:45:34+00:00,0.7411800000000001,0.7411800000000001,0.74115,0.74115,0.74125,0.74125,0.74121,0.74121,3.62000000476837,3.10000002384186
2018-01-31 13:45:35+00:00,0.74116,0.74116,0.74116,0.74116,0.74124,0.74124,0.74124,0.74124,2.61999988555908,1.0
2018-01-31 13:45:36+00:00,0.74116,0.74116,0.74116,0.74116,0.74124,0.74124,0.74124,0.74124,0.0,0.0
2018-01-31 13:45:37+00:00,0.74116,0.74119,0.74116,0.74117,0.74125,0.74126,0.74125,0.74126,6.25,4.5
2018-01-31 13:45:38+00:00,0.74116,0.74116,0.74116,0.74116,0.74127,0.74127,0.74127,0.74127,4.949999809265139,1.0
2018-01-31 13:45:39+00:00,0.74116,0.74116,0.74116,0.74116,0.74127,0.74127,0.74127,0.74127,0.0,0.0
2018-01-31 13:45:40+00:00,0.74115,0.74115,0.74115,0.74115,0.74126,0.74126,0.74126,0.74126,2.25,1.5
2018-01-31 13:45:41+00:00,0.74116,0.74116,0.74115,0.74115,0.74124,0.74126,0.74124,0.74126,5.5,2.5
2018-01-31 13:45:42+00:00,0.74115,0.74115,0.74115,0.74115,0.74126,0.74126,0.74126,0.74126,0.0,0.0
2018-01-31 13:45:43+00:00,0.74115,0.74115,0.74115,0.74115,0.74126,0.74126,0.74126,0.74126,0.0,0.0
2018-01-31 13:45:44+00:00,0.74117,0.74117,0.74117,0.74117,0.74125,0.74125,0.74125,0.74125,1.12000000476837,1.0
2018-01-31 13:45:45+00:00,0.74117,0.74117,0.74117,0.74117,0.74127,0.74127,0.74127,0.74127,2.3199999332428,1.0
2018-01-31 13:45:46+00:00,0.74116,0.74116,0.74116,0.74116,0.74127,0.74127,0.74127,0.74127,1.6900000572204599,1.0
2018-01-31 13:45:47+00:00,0.74116,0.74116,0.74116,0.74116,0.74126,0.74126,0.74126,0.74126,4.86999988555908,2.0
2018-01-31 13:45:48+00:00,0.74117,0.74117,0.74117,0.74117,0.74126,0.74126,0.74126,0.74126,1.5,1.0
2018-01-31 13:45:49+00:00,0.74117,0.74119,0.74117,0.74119,0.74127,0.74129,0.74127,0.74129,3.5,8.429999947547909
2018-01-31 13:45:50+00:00,0.74119,0.74119,0.74119,0.74119,0.74129,0.74129,0.74129,0.74129,2.25,1.87000000476837
2018-01-31 13:45:51+00:00,0.7412,0.7412,0.7412,0.7412,0.74129,0.74129,0.74129,0.74129,2.25,1.0
2018-01-31 13:45:52+00:00,0.74119,0.74119,0.74117,0.74117,0.74129,0.74129,0.74127,0.74127,4.25,3.0
2018-01-31 13:45:53+00:00,0.74119,0.74126,0.74119,0.74126,0.74128,0.74135,0.74128,0.74135,2.5,2.5
2018-01-31 13:45:54+00:00,0.74126,0.74126,0.74126,0.74126,0.74135,0.74135,0.74135,0.74135,1.4400000572204599,1.0
2018-01-31 13:45:55+00:00,0.74124,0.74124,0.74121,0.74121,0.74134,0.74134,0.7413,0.7413,3.25,3.0
2018-01-31 13:45:56+00:00,0.74121,0.74121,0.74121,0.74121,0.7413,0.7413,0.7413,0.7413,0.0,0.0
2018-01-31 13:45:57+00:00,0.7412,0.74136,0.7412,0.74136,0.74128,0.74145,0.74128,0.74145,5.37000000476837,4.62000000476837
2018-01-31 13:45:58+00:00,0.74137,0.74137,0.7413,0.7413,0.74147,0.74147,0.7414,0.7414,5.5,6.0
2018-01-31 13:45:59+00:00,0.74137,0.74137,0.74133,0.74133,0.74145,0.74147,0.74141,0.74141,5.5,5.69000005722046
2018-01-31 13:46:00+00:00,0.74131,0.74131,0.7413,0.7413,0.74141,0.74141,0.7414,0.7414,2.5,2.0
2018-01-31 13:46:01+00:00,0.74132,0.74134,0.74132,0.74134,0.74142,0.74143,0.74142,0.74143,2.0,3.5600000619888297
2018-01-31 13:46:02+00:00,0.74136,0.74138,0.74135,0.74135,0.74145,0.74147,0.74142,0.74142,6.07000005245209,6.0
2018-01-31 13:46:03+00:00,0.74133,0.74133,0.7413,0.7413,0.74142,0.74142,0.7414,0.7414,4.3199999332428,3.5
2018-01-31 13:46:04+00:00,0.74132,0.74136,0.74132,0.74136,0.7414,0.74146,0.7414,0.74146,5.25,4.0
2018-01-31 13:46:05+00:00,0.74136,0.74136,0.74136,0.74136,0.74146,0.74146,0.74146,0.74146,0.0,0.0
2018-01-31 13:46:06+00:00,0.74136,0.74136,0.74128,0.74128,0.74144,0.74144,0.74138,0.74138,3.0,3.5
2018-01-31 13:46:07+00:00,0.74128,0.74128,0.74128,0.74128,0.74137,0.74137,0.74137,0.74137,1.0,1.0
2018-01-31 13:46:08+00:00,0.74128,0.74128,0.74125,0.74125,0.74136,0.74136,0.74135,0.74135,2.0,3.3199999332428
2018-01-31 13:46:09+00:00,0.74127,0.74127,0.74127,0.74127,0.74136,0.74136,0.74136,0.74136,1.0,1.0
2018-01-31 13:46:10+00:00,0.74127,0.74127,0.74127,0.74127,0.74136,0.74136,0.74136,0.74136,0.0,0.0
2018-01-31 13:46:11+00:00,0.74127,0.74127,0.74127,0.74127,0.74136,0.74136,0.74136,0.74136,0.0,0.0
2018-01-31 13:46:12+00:00,0.74127,0.74127,0.7412,0.7412,0.74135,0.74135,0.7413,0.7413,3.37000000476837,2.0
2018-01-31 13:46:13+00:00,0.7411800000000001,0.74126,0.7411800000000001,0.74126,0.74129,0.74134,0.74129,0.74134,4.25999999046326,6.82000017166138
2018-01-31 13:46:14+00:00,0.74126,0.74126,0.74122,0.74122,0.74136,0.74136,0.7413,0.7413,3.0,4.5
2018-01-31 13:46:15+00:00,0.7412,0.7412,0.7412,0.7412,0.74129,0.74129,0.74129,0.74129,3.0,3.19000005722046
2018-01-31 13:46:16+00:00,0.7412,0.7412,0.7412,0.7412,0.74129,0.74129,0.74129,0.74129,0.0,0.0
2018-01-31 13:46:17+00:00,0.74122,0.74126,0.74122,0.74126,0.74131,0.74135,0.74131,0.74135,4.10000002384186,4.5
2018-01-31 13:46:18+00:00,0.74126,0.74127,0.74126,0.74127,0.74136,0.74137,0.74136,0.74137,2.0,4.50000011920929
2018-01-31 13:46:19+00:00,0.74128,0.74129,0.74128,0.74129,0.74138,0.74138,0.74138,0.74138,4.5,2.75
2018-01-31 13:46:20+00:00,0.74131,0.74132,0.74131,0.74132,0.74139,0.74139,0.74139,0.74139,2.5,2.0
2018-01-31 13:46:21+00:00,0.74129,0.74131,0.74129,0.74129,0.74139,0.74139,0.74139,0.74139,4.64000010490418,4.44000005722046
2018-01-31 13:46:22+00:00,0.74129,0.74131,0.74129,0.74129,0.74138,0.74139,0.74138,0.74139,4.25,4.88000011444092
2018-01-31 13:46:23+00:00,0.74129,0.74129,0.74129,0.74129,0.74139,0.74139,0.74139,0.74139,3.0,7.13000011444092
2018-01-31 13:46:24+00:00,0.7413,0.7413,0.74129,0.74129,0.74139,0.74139,0.74138,0.74138,3.5,4.01000010967255
2018-01-31 13:46:25+00:00,0.74129,0.7413,0.74129,0.74129,0.74138,0.74138,0.74138,0.74138,3.0,5.89000010490418
2018-01-31 13:46:26+00:00,0.74129,0.74129,0.74129,0.74129,0.74138,0.74138,0.74138,0.74138,0.0,0.0
2018-01-31 13:46:27+00:00,0.74129,0.74129,0.74129,0.74129,0.74138,0.74138,0.74138,0.74138,0.0,0.0
2018-01-31 13:46:28+00:00,0.74129,0.74129,0.74129,0.74129,0.74138,0.74138,0.74138,0.74138,2.0,4.12999999523163
2018-01-31 13:46:29+00:00,0.74129,0.74131,0.74129,0.74131,0.74139,0.7414,0.74138,0.7414,3.5,4.70000004768372
2018-01-31 13:46:30+00:00,0.74136,0.74136,0.74136,0.74136,0.74141,0.74146,0.74141,0.74146,5.5,10.95000016689301
2018-01-31 13:46:31+00:00,0.74139,0.74139,0.74139,0.74139,0.74147,0.74147,0.74147,0.74147,1.0,1.0
2018-01-31 13:46:32+00:00,0.74139,0.74139,0.74139,0.74139,0.74147,0.74147,0.74147,0.74147,1.0,1.19000005722046
2018-01-31 13:46:33+00:00,0.74139,0.74143,0.74139,0.74143,0.74147,0.74152,0.74147,0.74152,4.0,4.5
2018-01-31 13:46:34+00:00,0.74143,0.74143,0.74141,0.74141,0.74153,0.74153,0.74151,0.74151,4.45000004768372,4.20000004768372
2018-01-31 13:46:35+00:00,0.74138,0.74141,0.74138,0.74139,0.74148,0.74151,0.74148,0.74149,3.7500001192093,7.75
2018-01-31 13:46:36+00:00,0.74139,0.7414,0.74139,0.7414,0.74149,0.7415,0.74149,0.7415,4.10000014305116,6.54999995231628
2018-01-31 13:46:37+00:00,0.74142,0.74142,0.74142,0.74142,0.74151,0.74151,0.74151,0.74151,2.40000009536744,2.0
2018-01-31 13:46:38+00:00,0.74139,0.74139,0.74137,0.74137,0.74149,0.74149,0.74146,0.74146,3.4000000953674405,3.0
2018-01-31 13:46:39+00:00,0.74136,0.74136,0.74136,0.74136,0.74145,0.74145,0.74144,0.74144,2.2000000476837203,3.74000000953674
2018-01-31 13:46:40+00:00,0.74135,0.74137,0.74135,0.74137,0.74141,0.74145,0.74141,0.74145,2.0,2.8400000333786
2018-01-31 13:46:41+00:00,0.74138,0.74138,0.74138,0.74138,0.74147,0.74147,0.74147,0.74147,1.20000004768372,1.6900000572204599
2018-01-31 13:46:42+00:00,0.74139,0.74139,0.74139,0.74139,0.74147,0.74147,0.74147,0.74147,1.20000004768372,1.25
2018-01-31 13:46:43+00:00,0.74139,0.74139,0.74139,0.74139,0.74147,0.74147,0.74147,0.74147,0.0,0.0
2018-01-31 13:46:44+00:00,0.74138,0.74138,0.74138,0.74138,0.74147,0.74147,0.74147,0.74147,1.20000004768372,4.5
2018-01-31 13:46:45+00:00,0.74138,0.74138,0.74138,0.74138,0.74147,0.74147,0.74147,0.74147,1.20000004768372,3.0
2018-01-31 13:46:46+00:00,0.74138,0.74138,0.74138,0.74138,0.74147,0.74147,0.74147,0.74147,1.20000004768372,3.1900000572204603
2018-01-31 13:46:47+00:00,0.74138,0.74138,0.74138,0.74138,0.74147,0.74147,0.74147,0.74147,1.20000004768372,2.63000011444092
2018-01-31 13:46:48+00:00,0.74138,0.74138,0.74138,0.74138,0.74147,0.74147,0.74146,0.74146,2.2000000476837203,4.919999957084659
2018-01-31 13:46:49+00:00,0.74138,0.74138,0.74138,0.74138,0.74146,0.74146,0.74146,0.74146,0.0,0.0
2018-01-31 13:46:50+00:00,0.74138,0.74138,0.74138,0.74138,0.74146,0.74146,0.74146,0.74146,2.0,3.9800000190734894
2018-01-31 13:46:51+00:00,0.74138,0.74138,0.74138,0.74138,0.74146,0.74146,0.74146,0.74146,1.0,1.87999999523163
2018-01-31 13:46:52+00:00,0.74138,0.74138,0.74138,0.74138,0.74146,0.74146,0.74146,0.74146,2.0,8.670000076293949
2018-01-31 13:46:53+00:00,0.74138,0.74138,0.74137,0.74137,0.74146,0.74146,0.74145,0.74145,2.10000002384186,3.61000001430512
2018-01-31 13:46:54+00:00,0.74135,0.74139,0.74135,0.74139,0.74144,0.74147,0.74144,0.74147,3.2000000476837203,5.75999999046326
2018-01-31 13:46:55+00:00,0.74139,0.74139,0.74139,0.74139,0.74147,0.74147,0.74147,0.74147,1.20000004768372,1.62999999523163
2018-01-31 13:46:56+00:00,0.7414,0.7414,0.7414,0.7414,0.74148,0.74149,0.74148,0.74149,2.30000007152558,5.36000001430512
2018-01-31 13:46:57+00:00,0.7414,0.74141,0.7414,0.74141,0.74148,0.74149,0.74148,0.74149,4.6500000953674405,7.55000007152558
2018-01-31 13:46:58+00:00,0.74142,0.74142,0.74141,0.74141,0.74149,0.74149,0.74149,0.74149,3.4500000476837203,3.4800000190734903
2018-01-31 13:46:59+00:00,0.74143,0.74143,0.74141,0.74141,0.74152,0.74152,0.7415,0.7415,4.90000009536744,5.5399998426437405
2018-01-31 13:47:00+00:00,0.74142,0.74142,0.74141,0.74141,0.7415,0.7415,0.7415,0.7415,2.90000009536744,5.65999984741211
2018-01-31 13:47:01+00:00,0.74142,0.74142,0.74142,0.74142,0.7415,0.74151,0.7415,0.74151,2.2000000476837203,3.77999985218048
2018-01-31 13:47:02+00:00,0.74142,0.74142,0.74141,0.74141,0.74148,0.7415,0.74148,0.7415,2.10000002384186,6.19000005722046
2018-01-31 13:47:03+00:00,0.74141,0.74147,0.74141,0.74147,0.7415,0.74155,0.7415,0.74155,3.0,7.57000005245209
2018-01-31 13:47:04+00:00,0.74148,0.74149,0.74148,0.74149,0.74155,0.74156,0.74155,0.74156,3.0,3.7599999904632604
2018-01-31 13:47:05+00:00,0.74149,0.74149,0.74147,0.74147,0.74157,0.74157,0.74156,0.74156,2.0,5.100000023841861
2018-01-31 13:47:06+00:00,0.74149,0.74152,0.74149,0.7415,0.74158,0.74158,0.74158,0.74158,3.3000000715255804,4.37999999523163
2018-01-31 13:47:07+00:00,0.74149,0.7415,0.74149,0.7415,0.74158,0.74158,0.74158,0.74158,2.2000000476837203,6.15999984741211
2018-01-31 13:47:08+00:00,0.7415,0.7415,0.7415,0.7415,0.74158,0.74158,0.74158,0.74158,1.5,1.4400000572204599
2018-01-31 13:47:09+00:00,0.74149,0.74157,0.74149,0.74153,0.74158,0.74164,0.74158,0.74161,7.050000071525581,10.59999990463257
2018-01-31 13:47:10+00:00,0.74152,0.74156,0.74152,0.74156,0.74161,0.74163,0.74161,0.74163,2.57000005245209,3.63000011444092
2018-01-31 13:47:11+00:00,0.74156,0.74156,0.74156,0.74156,0.74163,0.74163,0.74163,0.74163,2.0,3.1300001144409197
2018-01-31 13:47:12+00:00,0.74157,0.74159,0.74157,0.74159,0.74163,0.74165,0.74163,0.74165,4.0,5.05999994277954
2018-01-31 13:47:13+00:00,0.74158,0.74158,0.74156,0.74156,0.74165,0.74165,0.74163,0.74163,3.0,4.30999994277954
2018-01-31 13:47:14+00:00,0.74154,0.74154,0.74152,0.74152,0.74163,0.74163,0.74161,0.74161,2.5,5.82000005245209
2018-01-31 13:47:15+00:00,0.74154,0.74156,0.74154,0.74156,0.74163,0.74163,0.74163,0.74163,2.0,5.13000011444092
2018-01-31 13:47:16+00:00,0.74157,0.74157,0.74157,0.74157,0.74164,0.74168,0.74164,0.74168,2.9500000476837203,6.32000017166138
2018-01-31 13:47:17+00:00,0.74157,0.74157,0.74157,0.74157,0.74168,0.74168,0.74168,0.74168,5.85000014305116,13.73000001907349
2018-01-31 13:47:18+00:00,0.74158,0.74158,0.74158,0.74158,0.74168,0.74168,0.74168,0.74168,1.45000004768372,1.25
2018-01-31 13:47:19+00:00,0.74158,0.74158,0.74158,0.74158,0.74168,0.74168,0.74168,0.74168,2.90000009536744,4.33999991416931
2018-01-31 13:47:20+00:00,0.74158,0.74158,0.74158,0.74158,0.74168,0.74169,0.74168,0.74169,3.40000009536744,5.29000020027161
2018-01-31 13:47:21+00:00,0.74163,0.74163,0.74161,0.74161,0.7417,0.7417100000000001,0.7417,0.7417,3.7700001001358103,5.63000011444092
2018-01-31 13:47:22+00:00,0.74158,0.74166,0.74158,0.74166,0.74169,0.7417699999999999,0.74169,0.7417699999999999,5.6500000953674405,7.559999942779539
2018-01-31 13:47:23+00:00,0.74166,0.74166,0.74166,0.74166,0.74175,0.74175,0.74174,0.74174,2.90000009536744,2.69000005722046
2018-01-31 13:47:24+00:00,0.74165,0.74165,0.74165,0.74165,0.74175,0.74175,0.74175,0.74175,3.15000009536744,2.44000005722046
2018-01-31 13:47:25+00:00,0.74165,0.74165,0.74159,0.74161,0.74175,0.74175,0.74169,0.74169,6.30000019073488,6.5
2018-01-31 13:47:26+00:00,0.74162,0.74162,0.7416,0.7416,0.7417199999999999,0.7417199999999999,0.74169,0.74169,7.30000019073488,7.75999999046326
2018-01-31 13:47:27+00:00,0.7416,0.7416,0.7416,0.7416,0.74169,0.74169,0.74169,0.74169,0.0,0.0
2018-01-31 13:47:28+00:00,0.7416,0.7416,0.7416,0.7416,0.74169,0.74169,0.74169,0.74169,0.0,0.0
2018-01-31 13:47:29+00:00,0.7416,0.7416,0.7416,0.7416,0.74169,0.74169,0.74169,0.74169,0.0,0.0
2018-01-31 13:47:30+00:00,0.7416,0.7416,0.7416,0.7416,0.74169,0.74169,0.74169,0.74169,0.0,0.0
2018-01-31 13:47:31+00:00,0.7416,0.7416,0.7416,0.7416,0.74169,0.74169,0.74169,0.74169,0.0,0.0
2018-01-31 13:47:32+00:00,0.7416,0.7416,0.7416,0.7416,0.74169,0.74169,0.74169,0.74169,0.0,0.0
2018-01-31 13:47:33+00:00,0.7416,0.7416,0.7416,0.7416,0.74169,0.74169,0.74169,0.74169,1.95000004768372,1.0
2018-01-31 13:47:34+00:00,0.74161,0.74161,0.74161,0.74161,0.7417,0.7417,0.7417,0.7417,1.45000004768372,1.12000000476837
2018-01-31 13:47:35+00:00,0.74161,0.74161,0.74161,0.74161,0.7417,0.7417,0.7417,0.7417,0.0,0.0
2018-01-31 13:47:36+00:00,0.7416,0.7416,0.7416,0.7416,0.7417,0.7417,0.7417,0.7417,1.45000004768372,2.25
2018-01-31 13:47:37+00:00,0.74159,0.74159,0.74157,0.74157,0.74169,0.74169,0.74168,0.74168,4.60000014305116,6.19000005722046
2018-01-31 13:47:38+00:00,0.74156,0.74156,0.74156,0.74156,0.7416699999999999,0.7416699999999999,0.7416699999999999,0.7416699999999999,1.7599999904632602,3.3699998855590803
2018-01-31 13:47:39+00:00,0.74156,0.74158,0.74156,0.74158,0.74166,0.74168,0.74166,0.74168,3.90000009536744,6.36999988555908
2018-01-31 13:47:40+00:00,0.74158,0.74158,0.74158,0.74158,0.74168,0.74168,0.74168,0.74168,2.14000010490417,1.87000000476837
2018-01-31 13:47:41+00:00,0.74158,0.74158,0.74158,0.74158,0.7416699999999999,0.7416699999999999,0.7416699999999999,0.7416699999999999,1.1000000238418601,2.61999988555908
2018-01-31 13:47:42+00:00,0.74158,0.74158,0.74158,0.74158,0.74168,0.74168,0.74168,0.74168,2.3199999332428,2.25
2018-01-31 13:47:43+00:00,0.74158,0.74158,0.74158,0.74158,0.74168,0.74168,0.74168,0.74168,0.0,0.0
2018-01-31 13:47:44+00:00,0.74158,0.74158,0.74158,0.74158,0.74168,0.74168,0.74168,0.74168,0.0,0.0
2018-01-31 13:47:45+00:00,0.74158,0.74158,0.74158,0.74158,0.74168,0.74168,0.74168,0.74168,0.0,0.0
2018-01-31 13:47:46+00:00,0.74157,0.74157,0.74157,0.74157,0.7416699999999999,0.7416699999999999,0.7416699999999999,0.7416699999999999,1.57000005245209,3.0
2018-01-31 13:47:47+00:00,0.74157,0.74157,0.74157,0.74157,0.7416699999999999,0.7416699999999999,0.7416699999999999,0.7416699999999999,1.70000004768372,1.12000000476837
2018-01-31 13:47:48+00:00,0.74155,0.74156,0.74154,0.74156,0.74165,0.74166,0.74165,0.74166,5.4500001668930205,11.309999942779541
2018-01-31 13:47:49+00:00,0.74158,0.7416,0.74158,0.7416,0.74168,0.74169,0.74168,0.74169,4.85000014305116,9.489999771118159
2018-01-31 13:47:50+00:00,0.7416,0.7416,0.7416,0.7416,0.74169,0.74169,0.74169,0.74169,0.0,0.0
2018-01-31 13:47:51+00:00,0.7416,0.7416,0.7416,0.7416,0.74169,0.74169,0.74169,0.74169,0.0,0.0
2018-01-31 13:47:52+00:00,0.7416,0.7416,0.7416,0.7416,0.74169,0.7417,0.74169,0.7417,2.90000009536744,7.119999885559079
2018-01-31 13:47:53+00:00,0.7416,0.7416,0.7416,0.7416,0.7417,0.7417,0.7417,0.7417,0.0,0.0
2018-01-31 13:47:54+00:00,0.7416,0.7416,0.7416,0.7416,0.7417,0.7417,0.7417,0.7417,0.0,0.0
2018-01-31 13:47:55+00:00,0.7416,0.7416,0.7416,0.7416,0.7417,0.7417,0.7417,0.7417,0.0,0.0
2018-01-31 13:47:56+00:00,0.7416,0.7416,0.7416,0.7416,0.7417100000000001,0.7417100000000001,0.7417100000000001,0.7417100000000001,1.20000004768372,2.89000010490417
2018-01-31 13:47:57+00:00,0.7416,0.7416,0.7416,0.7416,0.7417100000000001,0.7417100000000001,0.7417100000000001,0.7417100000000001,1.95000004768372,1.87000000476837
2018-01-31 13:47:58+00:00,0.74159,0.74159,0.74157,0.74157,0.7417,0.7417,0.74168,0.74168,6.31000006198883,9.51999974250794
2018-01-31 13:47:59+00:00,0.74157,0.74157,0.74157,0.74157,0.7416699999999999,0.7416699999999999,0.7416699999999999,0.7416699999999999,1.30999994277954,2.3199999332428
2018-01-31 13:48:00+00:00,0.74157,0.74157,0.74157,0.74157,0.74168,0.74168,0.74168,0.74168,3.25,7.11999988555908
2018-01-31 13:48:01+00:00,0.74157,0.74157,0.74157,0.74157,0.74168,0.74168,0.74168,0.74168,0.0,0.0
2018-01-31 13:48:02+00:00,0.74158,0.74158,0.74158,0.74158,0.74169,0.74169,0.74169,0.74169,3.3300000429153505,2.0
2018-01-31 13:48:03+00:00,0.74158,0.74158,0.74158,0.74158,0.74169,0.74169,0.74169,0.74169,1.57000005245209,2.14000010490417
2018-01-31 13:48:04+00:00,0.74158,0.74158,0.74158,0.74158,0.74169,0.74169,0.74169,0.74169,1.57000005245209,4.76000022888184
2018-01-31 13:48:05+00:00,0.74158,0.74158,0.74158,0.74158,0.74169,0.74169,0.74169,0.74169,0.0,0.0
2018-01-31 13:48:06+00:00,0.74158,0.74158,0.74158,0.74158,0.74169,0.74169,0.74169,0.74169,0.0,0.0
2018-01-31 13:48:07+00:00,0.7416,0.7416,0.7416,0.7416,0.7417,0.7417,0.7417,0.7417,1.0,1.5
2018-01-31 13:48:08+00:00,0.7416,0.7416,0.7416,0.7416,0.7417100000000001,0.7417100000000001,0.7417100000000001,0.7417100000000001,1.12000000476837,4.30000019073486
2018-01-31 13:48:09+00:00,0.7416,0.7416,0.7416,0.7416,0.7417100000000001,0.7417100000000001,0.7417100000000001,0.7417100000000001,3.5200001001358103,7.130000114440921
2018-01-31 13:48:10+00:00,0.7416,0.7416,0.74159,0.74159,0.7417,0.7417,0.7417,0.7417,2.7000000476837203,3.25
2018-01-31 13:48:11+00:00,0.74159,0.74159,0.74159,0.74159,0.7417,0.7417,0.7417,0.7417,3.64000010490417,2.44000005722046
2018-01-31 13:48:12+00:00,0.74159,0.74159,0.74159,0.74159,0.7417,0.7417,0.7417,0.7417,1.20000004768372,2.25
2018-01-31 13:48:13+00:00,0.74159,0.74159,0.74158,0.74158,0.74169,0.74169,0.74166,0.74166,3.44000005722046,2.5
2018-01-31 13:48:14+00:00,0.74157,0.74157,0.74155,0.74155,0.74166,0.74166,0.74165,0.74165,2.87000000476837,2.0
2018-01-31 13:48:15+00:00,0.74157,0.74157,0.74157,0.74157,0.74164,0.74166,0.74164,0.74166,2.2000000476837203,2.0
2018-01-31 13:48:16+00:00,0.74157,0.74157,0.74157,0.74157,0.74166,0.74166,0.74166,0.74166,0.0,0.0
2018-01-31 13:48:17+00:00,0.74157,0.74158,0.74157,0.74158,0.74168,0.74168,0.74168,0.74168,3.05000007152558,3.25
