,bid,ask,bid_vol,ask_vol,time
0,1.13633,1.13635,4349999.9046,2250000.0,2018-11-30T13:45:00.199000Z
1,1.13633,1.13636,3970000.0286,1250000.0,2018-11-30T13:45:00.258000Z
2,1.1363400000000001,1.13637,3000000.0,3190000.0572,2018-11-30T13:45:02.040000Z
3,1.1363400000000001,1.13638,1309999.9428,3190000.0572,2018-11-30T13:45:02.095000Z
4,1.1363400000000001,1.13639,1250000.0,15600000.3815,2018-11-30T13:45:02.613000Z
5,1.1363400000000001,1.13638,2440000.0572,2059999.9428,2018-11-30T13:45:03.120000Z
6,1.13636,1.13638,2250000.0,1000000.0,2018-11-30T13:45:04.386000Z
7,1.13639,1.1364,4869999.8856,3000000.0,2018-11-30T13:45:04.439000Z
8,1.1364100000000001,1.1364200000000002,2849999.9046,1120000.0048,2018-11-30T13:45:04.491000Z
9,1.13643,1.13645,9220000.267,1000000.0,2018-11-30T13:45:04.600000Z
10,1.13643,1.13647,10420000.0763,1500000.0,2018-11-30T13:45:04.652000Z
11,1.13643,1.13645,9300000.1907,2250000.0,2018-11-30T13:45:04.808000Z
12,1.1364100000000001,1.1364400000000001,2099999.9046,2809999.9428,2018-11-30T13:45:04.934000Z
13,1.1364100000000001,1.1364200000000002,1500000.0,1250000.0,2018-11-30T13:45:05.039000Z
14,1.1364,1.1364200000000002,4309999.9428,1000000.0,2018-11-30T13:45:05.647000Z
15,1.1364100000000001,1.13643,1250000.0,1309999.9428,2018-11-30T13:45:06.201000Z
16,1.1364,1.1364400000000001,3190000.0572,6000000.0,2018-11-30T13:45:06.716000Z
17,1.1364,1.13643,3940000.0572,1309999.9428,2018-11-30T13:45:07.403000Z
18,1.13639,1.13643,3710000.0381,3940000.0572,2018-11-30T13:45:07.967000Z
19,1.13639,1.1364200000000002,6519999.9809,1000000.0,2018-11-30T13:45:08.888000Z
20,1.1364100000000001,1.1364400000000001,1000000.0,1120000.0048,2018-11-30T13:45:09.043000Z
21,1.13639,1.13643,6150000.0954,1690000.0572,2018-11-30T13:45:10.091000Z
22,1.13639,1.1364200000000002,7840000.1526,1000000.0,2018-11-30T13:45:10.764000Z
23,1.13638,1.1364100000000001,1000000.0,17930000.3052,2018-11-30T13:45:10.869000Z
24,1.13639,1.1364200000000002,1200000.0477,1309999.9428,2018-11-30T13:45:11.458000Z
25,1.1364,1.1364200000000002,1000000.0,2059999.9428,2018-11-30T13:45:12.962000Z
26,1.13638,1.1364200000000002,6070000.1717,1250000.0,2018-11-30T13:45:13.408000Z
27,1.13638,1.13639,2250000.0,1250000.0,2018-11-30T13:45:14.372000Z
28,1.13636,1.13638,3750000.0,1000000.0,2018-11-30T13:45:14.425000Z
29,1.1363400000000001,1.13638,7199999.8093,2440000.0572,2018-11-30T13:45:15.019000Z
30,1.1363400000000001,1.13638,1500000.0,3190000.0572,2018-11-30T13:45:15.522000Z
31,1.13633,1.13635,1500000.0,1250000.0,2018-11-30T13:45:15.896000Z
32,1.1363400000000001,1.13638,2319999.9332,6559999.9428,2018-11-30T13:45:16.211000Z
33,1.13635,1.13637,1000000.0,1000000.0,2018-11-30T13:45:16.873000Z
34,1.13633,1.13638,4119999.8856,7690000.0572,2018-11-30T13:45:17.375000Z
35,1.13633,1.13637,6000000.0,2250000.0,2018-11-30T13:45:19.548000Z
