,bid,ask,bid_vol,ask_vol,time
0,1.11528,1.1153,1000000.0,1000000.0,2019-05-31T12:45:00.030000Z
1,1.1152900000000001,1.11531,1000000.0,5440000.0572,2019-05-31T12:45:01.123000Z
2,1.1152700000000002,1.1153,3309999.9428,1000000.0,2019-05-31T12:45:01.444000Z
3,1.1152700000000002,1.1152900000000001,2619999.8856,1000000.0,2019-05-31T12:45:01.546000Z
4,1.1152700000000002,1.11528,1120000.0048,1000000.0,2019-05-31T12:45:02.252000Z
5,1.11525,1.11528,3940000.0572,1000000.0,2019-05-31T12:45:02.303000Z
6,1.11525,1.1152700000000002,1690000.0572,1000000.0,2019-05-31T12:45:02.407000Z
7,1.11524,1.1152700000000002,6929999.8283,1000000.0,2019-05-31T12:45:02.866000Z
8,1.11525,1.1152700000000002,1000000.0,1000000.0,2019-05-31T12:45:03.078000Z
9,1.11524,1.1152700000000002,6929999.8283,1000000.0,2019-05-31T12:45:03.333000Z
10,1.11524,1.11528,2809999.9428,4010000.2289,2019-05-31T12:45:03.435000Z
11,1.11524,1.11528,2869999.8856,4010000.2289,2019-05-31T12:45:03.537000Z
12,1.11524,1.11528,3190000.0572,4010000.2289,2019-05-31T12:45:03.639000Z
13,1.11525,1.11528,4559999.9428,2619999.8856,2019-05-31T12:45:03.833000Z
14,1.1152600000000001,1.1152700000000002,1000000.0,1000000.0,2019-05-31T12:45:03.935000Z
15,1.11525,1.1152900000000001,1250000.0,9449999.8093,2019-05-31T12:45:04.038000Z
16,1.11525,1.11528,1000000.0,1000000.0,2019-05-31T12:45:04.140000Z
17,1.1152600000000001,1.11528,1000000.0,1000000.0,2019-05-31T12:45:04.500000Z
18,1.11525,1.11528,2549999.9523,1000000.0,2019-05-31T12:45:04.603000Z
19,1.11524,1.1152700000000002,5530000.2098,1120000.0048,2019-05-31T12:45:04.920000Z
20,1.11524,1.11528,3359999.8951,3559999.9428,2019-05-31T12:45:05.022000Z
21,1.11524,1.11525,1000000.0,1000000.0,2019-05-31T12:45:05.184000Z
22,1.11522,1.11524,3559999.9428,1000000.0,2019-05-31T12:45:05.236000Z
23,1.11522,1.11525,1399999.9762,1500000.0,2019-05-31T12:45:05.339000Z
24,1.11522,1.11525,1000000.0,1500000.0,2019-05-31T12:45:05.441000Z
25,1.11522,1.1152600000000001,1500000.0,3940000.0572,2019-05-31T12:45:07.062000Z
26,1.11522,1.11524,1500000.0,1000000.0,2019-05-31T12:45:07.113000Z
27,1.11522,1.1152600000000001,1750000.0,7940000.0572,2019-05-31T12:45:07.224000Z
28,1.11522,1.11525,1690000.0572,2440000.0572,2019-05-31T12:45:07.326000Z
29,1.11522,1.11525,2440000.0572,7139999.8665,2019-05-31T12:45:08.071000Z
30,1.11522,1.11525,1120000.0048,4690000.0572,2019-05-31T12:45:09.968000Z
31,1.11522,1.11524,1870000.0048,1000000.0,2019-05-31T12:45:11.385000Z
32,1.11522,1.11525,1120000.0048,8079999.9237,2019-05-31T12:45:13.403000Z
33,1.11521,1.11524,6989999.7711,1000000.0,2019-05-31T12:45:16.016000Z
34,1.11521,1.11525,6300000.1907,4119999.8856,2019-05-31T12:45:19.308000Z
35,1.11521,1.11523,5170000.0763,1000000.0,2019-05-31T12:45:22.205000Z
36,1.1152,1.11521,2549999.9523,1500000.0,2019-05-31T12:45:22.308000Z
37,1.1151900000000001,1.11521,1000000.0,1000000.0,2019-05-31T12:45:22.359000Z
