,ask,ask,ask,ask,bid,bid,bid,bid,bid_vol,ask_vol,tick_count
2019-01-15 15:30:00+00:00,1.14306,1.14381,1.14292,1.14379,1.14303,1.14378,1.1429,1.14377,5850.369987368584,6007.009979017079,2340
2019-01-15 15:45:00+00:00,1.14378,1.14424,1.14338,1.14392,1.14376,1.14421,1.14336,1.14389,6091.299989461899,6061.589975953102,2526
2019-01-15 16:00:00+00:00,1.14392,1.14406,1.13984,1.13998,1.14389,1.14403,1.13982,1.13996,11113.689990855753,10825.179992079735,5036
2019-01-15 16:15:00+00:00,1.13998,1.14046,1.13933,1.13943,1.13993,1.14042,1.13929,1.1394,8766.339983664453,8501.589989304543,3519
2019-01-15 16:30:00+00:00,1.13944,1.13989,1.13853,1.13886,1.1394,1.13987,1.1385,1.13881,6543.269976511598,8157.219974517822,2893
2019-01-15 16:45:00+00:00,1.13885,1.13938,1.13839,1.13926,1.13882,1.13935,1.13836,1.13923,5699.319986701012,6472.329976201057,2394
2019-01-15 17:00:00+00:00,1.13926,1.14009,1.13873,1.13962,1.13923,1.14006,1.1387,1.13959,6217.789990663528,6229.439986228943,2466
2019-01-15 17:15:00+00:00,1.13962,1.13971,1.13833,1.13897,1.13959,1.13968,1.1383,1.13894,5650.309980034828,5046.149981737137,2259
2019-01-15 17:30:00+00:00,1.13897,1.13912,1.13859,1.13882,1.13894,1.1391,1.13855,1.1388,4111.389982461928,5651.539971947672,1859
2019-01-15 17:45:00+00:00,1.13882,1.13907,1.13846,1.13898,1.13881,1.13905,1.13842,1.13896,3697.2899869680405,4785.029987454414,1791
2019-01-15 18:00:00+00:00,1.13899,1.139,1.13827,1.13848,1.13896,1.13897,1.13824,1.13844,4276.879980921745,5233.069989442825,1805
2019-01-15 18:15:00+00:00,1.13847,1.13879,1.13821,1.13877,1.13844,1.13876,1.13819,1.13874,4478.969982981682,5221.38998401165,2043
2019-01-15 18:30:00+00:00,1.13875,1.13895,1.13852,1.13856,1.13873,1.1389,1.13849,1.13852,5416.859988689423,5148.2899824380875,2073
2019-01-15 18:45:00+00:00,1.13856,1.13884,1.1385,1.13873,1.13853,1.1388,1.13847,1.1387,4823.889985442162,5382.199986457825,1999
2019-01-15 19:00:00+00:00,1.13873,1.13959,1.13858,1.13918,1.1387,1.13955,1.13856,1.13914,4386.059987425804,4841.4199867248535,1837
2019-01-15 19:15:00+00:00,1.13918,1.13969,1.13912,1.13954,1.13914,1.13967,1.13908,1.13949,4115.549987435341,4362.009985208511,1695
2019-01-15 19:30:00+00:00,1.13953,1.13985,1.13845,1.13964,1.13949,1.13983,1.1384,1.13958,9365.599973201752,8452.059984087944,3973
2019-01-15 19:45:00+00:00,1.13964,1.14027,1.13865,1.14017,1.13958,1.14023,1.13861,1.14013,8569.699975967407,9028.039970874786,4004
2019-01-15 20:00:00+00:00,1.14017,1.14141,1.14002,1.14107,1.14014,1.14139,1.13997,1.14104,7064.449975967407,6742.039973735809,3231
2019-01-15 20:15:00+00:00,1.14107,1.14178,1.14099,1.14107,1.14104,1.14174,1.14096,1.14102,6303.04998087883,5639.579973101616,2576
2019-01-15 20:30:00+00:00,1.14108,1.14168,1.14071,1.14126,1.14104,1.14163,1.14068,1.14122,4716.4099817276,4051.0999817848206,1843
2019-01-15 20:45:00+00:00,1.14127,1.14152,1.14103,1.14135,1.14122,1.14147,1.14099,1.14131,4373.509983748198,4014.389978826046,1722
2019-01-15 21:00:00+00:00,1.14136,1.14162,1.14083,1.14095,1.14135,1.14158,1.1408,1.14091,1467.2299957871437,1343.9999957680702,782
2019-01-15 21:15:00+00:00,1.14095,1.14158,1.14089,1.14135,1.14092,1.14155,1.14086,1.14131,1376.9699956178665,1326.4699960947037,631
2019-01-15 21:30:00+00:00,1.14134,1.14141,1.14104,1.14116,1.14131,1.14137,1.141,1.14111,1517.0499902963638,1388.5999972820282,625
2019-01-15 21:45:00+00:00,1.14116,1.14141,1.14099,1.14141,1.14111,1.14134,1.14095,1.14121,1704.9199953079224,1482.639998793602,872
2019-01-15 22:00:00+00:00,1.1414,1.14142,1.14107,1.14111,1.14119,1.14121,1.14096,1.14107,754.5199989676477,744.0500016659498,436
2019-01-15 22:15:00+00:00,1.14111,1.14113,1.14079,1.14085,1.14108,1.14109,1.14065,1.14078,1002.9500013589859,1280.0000041723251,720
2019-01-15 22:30:00+00:00,1.14087,1.1409,1.14064,1.14079,1.14078,1.14084,1.14055,1.14066,659.2599979639053,632.3600007295609,449
2019-01-15 22:45:00+00:00,1.14079,1.14082,1.14042,1.14067,1.14067,1.14071,1.14037,1.14057,833.2300034761429,1189.4799987077713,604
2019-01-15 23:00:00+00:00,1.14066,1.1412,1.14064,1.14094,1.14057,1.14117,1.14057,1.1409,1360.0500049591067,1117.4100017547607,657
2019-01-15 23:15:00+00:00,1.14094,1.1413,1.14089,1.14127,1.14092,1.14126,1.14087,1.14121,1230.4199967384338,781.7499976158142,499
2019-01-15 23:30:00+00:00,1.14127,1.14127,1.14109,1.14115,1.14121,1.14122,1.14104,1.14109,1679.929995417595,1356.649998664856,707
2019-01-15 23:45:00+00:00,1.14114,1.1415,1.14109,1.14147,1.14109,1.14144,1.14104,1.14141,1805.869998574257,1871.3399901390076,768
2019-01-16 00:00:00+00:00,1.14146,1.14146,1.1406,1.14094,1.1414,1.14142,1.14055,1.14092,2943.700002908707,2937.5899982452393,1133
2019-01-16 00:15:00+00:00,1.14094,1.14098,1.14068,1.14084,1.14092,1.14096,1.14065,1.14079,1756.049998641014,1622.5099989175797,731
2019-01-16 00:30:00+00:00,1.14084,1.14135,1.14069,1.14124,1.1408,1.14131,1.14065,1.14119,1766.859997868538,1767.0599987506866,746
2019-01-16 00:45:00+00:00,1.14123,1.14124,1.14079,1.14108,1.14119,1.1412,1.14076,1.14104,2042.1499940156937,2119.0599925518036,866
2019-01-16 01:00:00+00:00,1.14109,1.14129,1.14077,1.14098,1.14104,1.14126,1.14074,1.14093,2303.879996418953,2000.9699944257736,834
2019-01-16 01:15:00+00:00,1.14098,1.14099,1.14009,1.14013,1.14094,1.14095,1.14006,1.14009,3396.0099927186966,3144.099998831749,1324
2019-01-16 01:30:00+00:00,1.14014,1.14035,1.14,1.14026,1.14009,1.14031,1.13997,1.14021,2559.559995532036,2427.889996647835,1045
2019-01-16 01:45:00+00:00,1.14025,1.14028,1.13969,1.13986,1.14021,1.14025,1.13966,1.13982,2836.3099945783615,3033.6799890995026,1073
2019-01-16 02:00:00+00:00,1.13986,1.1402,1.13964,1.14016,1.13981,1.14015,1.13961,1.14012,2080.4999972581863,1992.8399947881699,859
2019-01-16 02:15:00+00:00,1.14016,1.1403,1.13985,1.14017,1.14013,1.14026,1.13983,1.14011,1779.0299973487854,1892.4199961423874,794
2019-01-16 02:30:00+00:00,1.14017,1.14031,1.14003,1.1403,1.14011,1.14027,1.14001,1.14027,2141.64998793602,1934.9499998092651,801
2019-01-16 02:45:00+00:00,1.14029,1.14036,1.14015,1.14016,1.14027,1.14032,1.14011,1.14011,1649.1699988842013,1595.249993443489,611
2019-01-16 03:00:00+00:00,1.14016,1.14026,1.13971,1.13987,1.14011,1.14023,1.13967,1.13983,1749.4299936294556,1780.0799958705902,743
2019-01-16 03:15:00+00:00,1.13987,1.14001,1.1397,1.13998,1.13983,1.13997,1.13967,1.13993,1717.5100054740906,1684.0499993562698,623
2019-01-16 03:30:00+00:00,1.13998,1.14017,1.13989,1.14017,1.13993,1.14014,1.13984,1.14014,1177.0700002908707,1520.2099983692167,497
2019-01-16 03:45:00+00:00,1.14018,1.14044,1.14009,1.14033,1.14015,1.1404,1.14007,1.14031,1791.229995250702,2057.509994626045,755
2019-01-16 04:00:00+00:00,1.14033,1.14076,1.14027,1.14047,1.1403,1.14072,1.14023,1.14045,2397.1399974823,2849.0199921131134,1116
2019-01-16 04:15:00+00:00,1.14047,1.14113,1.14036,1.14068,1.14044,1.1411,1.14033,1.14063,1910.6499990224838,2220.6200045347214,1037
2019-01-16 04:30:00+00:00,1.14069,1.14069,1.14043,1.14053,1.14066,1.14066,1.1404,1.14049,1612.3999949246645,4845.670033216478,705
2019-01-16 04:45:00+00:00,1.14054,1.14108,1.14052,1.14106,1.14049,1.14105,1.14048,1.14101,1780.640000462532,2122.639997601509,866
2019-01-16 05:00:00+00:00,1.14105,1.14114,1.14084,1.14098,1.14101,1.14111,1.14081,1.14094,2232.349991798401,2235.1099903583527,880
2019-01-16 05:15:00+00:00,1.14098,1.14125,1.14077,1.14113,1.14094,1.14121,1.14075,1.14109,1945.1999975442886,2053.729999065399,835
2019-01-16 05:30:00+00:00,1.14113,1.14119,1.14087,1.14103,1.1411,1.14116,1.14084,1.14099,2182.9599969387054,1709.42999958992,760
2019-01-16 05:45:00+00:00,1.14104,1.14155,1.14103,1.1412,1.14099,1.14151,1.14099,1.14116,2760.449995994568,2838.7699975967407,1177
2019-01-16 06:00:00+00:00,1.14119,1.14141,1.14072,1.14079,1.14115,1.14136,1.14067,1.14076,2402.8699972629547,2783.899990081787,989
2019-01-16 06:15:00+00:00,1.14079,1.14114,1.14067,1.14069,1.14076,1.1411,1.14064,1.14065,1949.8399975299835,2437.7499893903732,900
2019-01-16 06:30:00+00:00,1.14068,1.1407,1.14023,1.14034,1.14064,1.14066,1.14019,1.1403,2252.399992108345,2392.609990000725,899
2019-01-16 06:45:00+00:00,1.14039,1.14056,1.13972,1.13985,1.14037,1.14051,1.13967,1.13979,3241.6399915218353,3437.619996547699,1265
2019-01-16 07:00:00+00:00,1.13983,1.1408,1.13975,1.14055,1.13979,1.14077,1.1397,1.14052,3602.469993829727,3822.280000805855,1557
2019-01-16 07:15:00+00:00,1.14057,1.14109,1.14034,1.14064,1.14056,1.14106,1.14031,1.1406,3633.699991583824,4049.7699897289276,1623
2019-01-16 07:30:00+00:00,1.14064,1.14066,1.13917,1.13936,1.14062,1.14064,1.13914,1.13932,5404.570000290871,6346.64999961853,2391
2019-01-16 07:45:00+00:00,1.13934,1.13991,1.13919,1.13941,1.13932,1.13988,1.13915,1.13938,5003.399997353554,5018.809985637665,2003
2019-01-16 08:00:00+00:00,1.13941,1.1409,1.13933,1.14013,1.13937,1.14085,1.13931,1.14008,8948.390002965927,8590.929986357689,3536
2019-01-16 08:15:00+00:00,1.14011,1.14159,1.14003,1.14158,1.14008,1.14157,1.14,1.14154,7178.739992141724,6823.659993767738,2888
2019-01-16 08:30:00+00:00,1.14157,1.14168,1.141,1.14131,1.14154,1.14164,1.14097,1.14127,5099.869990229607,5009.3500036001205,2077
2019-01-16 08:45:00+00:00,1.14129,1.1422,1.14109,1.14219,1.14126,1.14216,1.14105,1.14215,5487.629995346069,5496.6599897146225,2208
2019-01-16 09:00:00+00:00,1.14218,1.14251,1.14182,1.14199,1.14214,1.14248,1.1418,1.14195,6547.900002479553,5920.289996504784,2420
2019-01-16 09:15:00+00:00,1.14199,1.14211,1.14165,1.14198,1.14196,1.14207,1.14161,1.14193,5055.760005831718,4916.969988584518,1985
2019-01-16 09:30:00+00:00,1.14197,1.14214,1.14134,1.14143,1.14192,1.14211,1.14131,1.1414,5395.900002717972,5129.479995727539,2082
2019-01-16 09:45:00+00:00,1.14143,1.14158,1.14089,1.14107,1.14139,1.14156,1.14086,1.14104,5433.829982876778,4790.26999270916,2106
2019-01-16 10:00:00+00:00,1.14108,1.14117,1.14077,1.14083,1.14105,1.14115,1.14074,1.14081,3906.910002350807,3787.820000052452,1580
2019-01-16 10:15:00+00:00,1.14084,1.14114,1.14073,1.14104,1.14081,1.14112,1.14071,1.14101,3077.729989528656,3046.150002479553,1291
2019-01-16 10:30:00+00:00,1.14105,1.14113,1.14023,1.14051,1.14102,1.14111,1.1402,1.14049,4628.440000653267,3825.2599967718124,1831
2019-01-16 10:45:00+00:00,1.14052,1.14067,1.13995,1.14002,1.14049,1.14064,1.13994,1.13999,4254.869989991188,3844.489999294281,1702
2019-01-16 11:00:00+00:00,1.14003,1.14023,1.13952,1.1398,1.13999,1.1402,1.1395,1.13977,5228.869991064072,5925.599995851517,2235
2019-01-16 11:15:00+00:00,1.1398,1.13981,1.13936,1.13951,1.13977,1.13978,1.13932,1.13948,5409.97999227047,5395.289991378784,2069
2019-01-16 11:30:00+00:00,1.13949,1.13949,1.13838,1.13839,1.13946,1.13946,1.13835,1.13837,5985.899989485741,4797.400001049042,2177
2019-01-16 11:45:00+00:00,1.13839,1.13857,1.13779,1.13783,1.13838,1.13855,1.13777,1.13781,5554.239987492561,5620.809994339943,2280
2019-01-16 12:00:00+00:00,1.13784,1.13864,1.13781,1.13846,1.13781,1.13862,1.13779,1.13843,5710.219984292984,5772.439995646477,2183
2019-01-16 12:15:00+00:00,1.13846,1.13891,1.13828,1.13853,1.13842,1.13889,1.13827,1.13851,4959.639989852905,5031.999991059303,1886
2019-01-16 12:30:00+00:00,1.13853,1.13969,1.13853,1.13961,1.13852,1.13968,1.1385,1.13957,6555.479984045029,6141.149999499321,2523
2019-01-16 12:45:00+00:00,1.1396,1.1396,1.13849,1.13868,1.13958,1.13958,1.13846,1.13867,6596.919984459877,5850.029991149902,2460
2019-01-16 13:00:00+00:00,1.1387,1.13911,1.13849,1.13885,1.13866,1.13908,1.13847,1.13883,7097.249991297722,6508.07998418808,2631
2019-01-16 13:15:00+00:00,1.13884,1.1394,1.13881,1.1393,1.13882,1.13936,1.13879,1.13928,5713.279998779297,5730.7899954319,2075
2019-01-16 13:30:00+00:00,1.13931,1.1394,1.13879,1.13884,1.13928,1.13936,1.13876,1.1388,5362.009986639023,5076.88998901844,1862
2019-01-16 13:45:00+00:00,1.13884,1.13961,1.13879,1.13905,1.13881,1.13958,1.13877,1.139,5855.19999396801,6736.88998901844,2208
2019-01-16 14:00:00+00:00,1.13906,1.14005,1.13904,1.13971,1.13902,1.14001,1.13901,1.13969,6119.549986124039,7138.489991426468,2340
2019-01-16 14:15:00+00:00,1.1397,1.14026,1.13949,1.13967,1.13969,1.14022,1.13947,1.13964,6064.409988641739,6436.219987154007,2370
2019-01-16 14:30:00+00:00,1.13968,1.14034,1.13962,1.14024,1.13965,1.1403,1.13959,1.1402,7583.549999594688,7528.539985537529,2719
2019-01-16 14:45:00+00:00,1.14021,1.14033,1.13943,1.13981,1.14019,1.14031,1.1394,1.13976,7392.249996423721,7283.049975037575,2647
2019-01-16 15:00:00+00:00,1.13977,1.14036,1.13952,1.13954,1.13975,1.14034,1.1395,1.13951,7236.629990816116,7462.050001502037,2959
2019-01-16 15:15:00+00:00,1.13955,1.14028,1.1394,1.14,1.13951,1.14025,1.13938,1.13999,6375.759983181953,6279.529993414879,2409
2019-01-16 15:30:00+00:00,1.14003,1.14039,1.1397,1.14023,1.14,1.14037,1.13966,1.1402,7136.499983906746,6144.939986586571,2508
2019-01-16 15:45:00+00:00,1.14022,1.14035,1.13923,1.13944,1.14019,1.14033,1.1392,1.13941,6992.210000753403,6757.849990844727,2688
2019-01-16 16:00:00+00:00,1.13944,1.14036,1.13942,1.1403,1.13942,1.14033,1.13939,1.14028,6346.830007076263,6201.769990324974,2375
2019-01-16 16:15:00+00:00,1.14029,1.14072,1.13995,1.14029,1.14028,1.1407,1.13991,1.14026,5800.829976797104,5252.6599996089935,2033
2019-01-16 16:30:00+00:00,1.14027,1.14047,1.13996,1.14047,1.14026,1.14044,1.13993,1.14044,5589.829991936684,5866.739985823632,2127
2019-01-16 16:45:00+00:00,1.14047,1.14108,1.1404,1.14077,1.14045,1.14106,1.14037,1.14074,4907.149993181229,4547.939983487129,1804
2019-01-16 17:00:00+00:00,1.14077,1.14077,1.14019,1.1404,1.14074,1.14074,1.14015,1.14037,4414.999990701675,3962.4099889993668,1584
2019-01-16 17:15:00+00:00,1.14038,1.1408,1.14021,1.14075,1.14036,1.14078,1.14017,1.14074,4851.499987721443,4961.339983463287,1913
2019-01-16 17:30:00+00:00,1.14076,1.14076,1.13987,1.13999,1.14072,1.14072,1.13984,1.13996,4680.37998509407,4618.979980587959,1745
2019-01-16 17:45:00+00:00,1.13999,1.14019,1.13963,1.13997,1.13995,1.14016,1.1396,1.13995,3682.559985280037,3640.699985384941,1418
2019-01-16 18:00:00+00:00,1.13998,1.14054,1.13992,1.14048,1.13994,1.14051,1.1399,1.14044,3505.8799872398376,3577.7499871253967,1351
2019-01-16 18:15:00+00:00,1.14048,1.14079,1.14041,1.14072,1.14043,1.14077,1.14038,1.14069,2448.379989862442,2540.4199954271317,977
2019-01-16 18:30:00+00:00,1.1407,1.14099,1.14064,1.14085,1.14069,1.14096,1.14062,1.14082,2147.689994454384,2533.589986681938,960
2019-01-16 18:45:00+00:00,1.14085,1.141,1.14063,1.14074,1.14081,1.14098,1.14059,1.1407,3798.019981980324,3497.479984641075,1344
2019-01-16 19:00:00+00:00,1.14073,1.14084,1.14033,1.14078,1.1407,1.1408,1.14031,1.14075,5659.879970788956,5954.1899918317795,2193
2019-01-16 19:15:00+00:00,1.14075,1.14098,1.13999,1.14024,1.14073,1.14094,1.13995,1.14021,5044.589983820915,4736.989989161491,2007
2019-01-16 19:30:00+00:00,1.14025,1.14048,1.14017,1.14039,1.14021,1.14045,1.14015,1.14036,4280.689988493919,4722.349979519844,1697
2019-01-16 19:45:00+00:00,1.14039,1.14062,1.13973,1.13979,1.14036,1.14059,1.1397,1.13975,5274.879974603653,5225.359976172447,1936
2019-01-16 20:00:00+00:00,1.1398,1.14026,1.13957,1.14022,1.13976,1.14024,1.13956,1.1402,3796.54997754097,4519.759980678558,1762
2019-01-16 20:15:00+00:00,1.14021,1.14021,1.13936,1.13948,1.1402,1.1402,1.13933,1.13945,5067.029973387718,4828.139982223511,1937
2019-01-16 20:30:00+00:00,1.13949,1.13984,1.13934,1.13948,1.13946,1.1398,1.13931,1.13945,4929.499989271164,5426.549974679947,2000
2019-01-16 20:45:00+00:00,1.13949,1.13957,1.13924,1.13927,1.13945,1.13953,1.13921,1.13924,3219.689992785454,3857.8699857592583,1500
2019-01-16 21:00:00+00:00,1.13925,1.13966,1.13925,1.13962,1.13924,1.13962,1.13924,1.13958,1583.6099917143583,1648.4599986076355,791
2019-01-16 21:15:00+00:00,1.13961,1.13963,1.13923,1.13929,1.13957,1.13958,1.1392,1.13926,1400.1299928426743,1437.0999919176102,610
2019-01-16 21:30:00+00:00,1.13929,1.13933,1.13903,1.13909,1.13926,1.1393,1.139,1.13904,1798.2499859333038,1361.8799957036972,700
2019-01-16 21:45:00+00:00,1.13908,1.13929,1.13903,1.13926,1.13904,1.13921,1.139,1.13911,1506.6399986743927,1664.2999943494797,876
2019-01-16 22:00:00+00:00,1.13925,1.13983,1.13919,1.13967,1.13911,1.13951,1.13907,1.13951,1433.5800071805716,1343.6299872100353,1100
2019-01-16 22:15:00+00:00,1.13968,1.13971,1.13958,1.13961,1.13951,1.13963,1.1394,1.13954,591.1000030040741,507.30000042915344,410
2019-01-16 22:30:00+00:00,1.13964,1.13971,1.1396,1.13961,1.13954,1.13964,1.13949,1.13955,541.8999981880188,610.1099996566772,377
2019-01-16 22:45:00+00:00,1.13962,1.13969,1.1395,1.13955,1.13955,1.13964,1.13939,1.13945,948.7699961662292,953.5300027132034,502
2019-01-16 23:00:00+00:00,1.13954,1.13981,1.13953,1.13976,1.13947,1.13976,1.13946,1.13968,1541.2699983119965,1346.0199934244156,660
2019-01-16 23:15:00+00:00,1.13975,1.13993,1.13968,1.1398,1.13968,1.13989,1.13964,1.13976,1027.5299980640411,1154.0199966430664,489
2019-01-16 23:30:00+00:00,1.13979,1.14002,1.13977,1.13995,1.13976,1.13999,1.13973,1.13991,1308.9300000667572,1518.94999730587,652
2019-01-16 23:45:00+00:00,1.13996,1.14003,1.13976,1.14,1.13991,1.13999,1.13971,1.13994,1950.2099899053574,2531.229989886284,1009
2019-01-17 00:00:00+00:00,1.13998,1.14,1.13949,1.13987,1.13994,1.13994,1.13944,1.13984,2301.699994444847,2249.919994711876,985
2019-01-17 00:15:00+00:00,1.13986,1.13995,1.13957,1.13974,1.13983,1.13992,1.13954,1.13971,1386.9299982786179,1616.0299985408783,630
2019-01-17 00:30:00+00:00,1.13975,1.13978,1.13948,1.13954,1.1397,1.13975,1.13945,1.13949,1595.099997639656,1681.7099981307983,714
2019-01-17 00:45:00+00:00,1.13953,1.13984,1.13953,1.13983,1.13949,1.1398,1.13949,1.1398,1751.3699971437454,1969.2099937200546,767
2019-01-17 01:00:00+00:00,1.13984,1.14003,1.1397,1.13997,1.1398,1.14,1.13966,1.13992,1634.5999966859818,1969.069993019104,795
2019-01-17 01:15:00+00:00,1.13996,1.14009,1.13986,1.13996,1.13992,1.14005,1.13983,1.13992,2468.689995408058,2332.699993491173,915
2019-01-17 01:30:00+00:00,1.13996,1.14008,1.13963,1.13979,1.13992,1.14004,1.1396,1.13975,2637.1599935293198,2807.340002179146,1008
2019-01-17 01:45:00+00:00,1.13978,1.13981,1.13944,1.13944,1.13975,1.13979,1.1394,1.1394,2459.48998773098,2145.309998989105,903
2019-01-17 02:00:00+00:00,1.13944,1.13958,1.13934,1.13944,1.13942,1.13955,1.1393,1.1394,2230.1399973630905,2005.1399924755096,845
2019-01-17 02:15:00+00:00,1.13944,1.13967,1.13944,1.13949,1.1394,1.13964,1.1394,1.13948,1571.3299971818924,1998.3699969053268,710
2019-01-17 02:30:00+00:00,1.13951,1.13954,1.13888,1.13897,1.13947,1.1395,1.13885,1.13894,2406.009992480278,2593.409997344017,936
2019-01-17 02:45:00+00:00,1.13898,1.13924,1.13888,1.13905,1.13893,1.13921,1.13885,1.13901,1927.5099925994873,2172.789992570877,799
2019-01-17 03:00:00+00:00,1.13905,1.13913,1.13882,1.13898,1.13903,1.13909,1.13878,1.13894,1639.6699942350388,1335.5600004196167,607
2019-01-17 03:15:00+00:00,1.13899,1.13908,1.13877,1.13884,1.13895,1.13904,1.13874,1.1388,1705.869995355606,1552.6399966478348,602
2019-01-17 03:30:00+00:00,1.13883,1.13904,1.13864,1.13897,1.1388,1.13901,1.13862,1.13894,1453.1799961328506,1193.100001335144,559
2019-01-17 03:45:00+00:00,1.13897,1.13904,1.13873,1.13886,1.13895,1.139,1.13871,1.13881,1582.109997987747,1703.9699921607971,632
2019-01-17 04:00:00+00:00,1.13886,1.13897,1.13852,1.13869,1.13883,1.13895,1.13849,1.13866,1992.6799982786179,1562.8299964666367,751
2019-01-17 04:15:00+00:00,1.1387,1.13874,1.13845,1.13849,1.13868,1.13871,1.13843,1.13846,1893.0199965238571,1631.4099996089935,664
2019-01-17 04:30:00+00:00,1.13849,1.13858,1.13838,1.13848,1.13847,1.13856,1.13834,1.13846,2018.3399947881699,2051.3399958610535,780
2019-01-17 04:45:00+00:00,1.13849,1.13849,1.13823,1.13829,1.13845,1.13846,1.1382,1.13825,2086.6199995279317,2073.7399948835373,723
2019-01-17 05:00:00+00:00,1.13828,1.13837,1.13795,1.13804,1.13825,1.13834,1.13791,1.13801,2317.800001144409,2153.6599957942963,879
2019-01-17 05:15:00+00:00,1.13805,1.13832,1.13797,1.13825,1.13801,1.13829,1.13794,1.13821,1549.2800003290174,1756.03999876976,674
2019-01-17 05:30:00+00:00,1.13824,1.13855,1.13824,1.13851,1.13821,1.13852,1.13821,1.13847,1534.5399992465973,1485.8599964380264,561
2019-01-17 05:45:00+00:00,1.1385,1.1388,1.13846,1.1388,1.13847,1.13875,1.13844,1.13875,2170.789997935295,2111.6100001335144,742
2019-01-17 06:00:00+00:00,1.13877,1.13886,1.13856,1.13882,1.13874,1.13882,1.13853,1.1388,2747.8299936056137,2371.329998254776,886
2019-01-17 06:15:00+00:00,1.13883,1.13899,1.13854,1.13894,1.1388,1.13895,1.1385,1.1389,2521.4099967479706,2333.8099904060364,842
2019-01-17 06:30:00+00:00,1.13894,1.13919,1.13869,1.1389,1.1389,1.13916,1.13866,1.13885,2569.009994506836,2555.1099952459335,955
2019-01-17 06:45:00+00:00,1.1389,1.1391,1.13848,1.13875,1.13885,1.13906,1.13844,1.13871,2638.9799976348877,2541.2499927282333,1005
2019-01-17 07:00:00+00:00,1.13875,1.13944,1.13746,1.13824,1.13871,1.1394,1.13742,1.13821,5498.23999273777,5181.719995975494,2241
2019-01-17 07:15:00+00:00,1.13826,1.1386,1.13715,1.13774,1.13821,1.13857,1.13713,1.1377,5034.0899880975485,5157.459992170334,2079
2019-01-17 07:30:00+00:00,1.13774,1.138,1.13718,1.13798,1.1377,1.13797,1.13717,1.13795,4210.619987726212,4419.019989609718,1598
2019-01-17 07:45:00+00:00,1.13797,1.13887,1.13792,1.13883,1.13794,1.13885,1.13789,1.13879,3971.729999065399,6093.929990768433,2112
2019-01-17 08:00:00+00:00,1.13881,1.13909,1.13845,1.13876,1.13879,1.13906,1.13842,1.13874,6414.569988965988,6437.550000071526,2399
2019-01-17 08:15:00+00:00,1.13877,1.13907,1.13827,1.13876,1.13875,1.13903,1.13823,1.13873,5735.029993057251,5978.92999958992,2316
2019-01-17 08:30:00+00:00,1.13876,1.13936,1.13868,1.13932,1.13873,1.13933,1.13865,1.13928,5676.819987773895,5691.399990081787,2125
2019-01-17 08:45:00+00:00,1.13932,1.13988,1.13929,1.1396,1.13929,1.13984,1.13927,1.13955,7300.939991950989,7359.019996762276,2670
2019-01-17 09:00:00+00:00,1.1396,1.13989,1.13933,1.13975,1.13956,1.13986,1.1393,1.13971,5045.7400060892105,4709.03999376297,1869
2019-01-17 09:15:00+00:00,1.13975,1.14018,1.13964,1.14009,1.13972,1.14015,1.13961,1.14005,4444.970001101494,4880.929998278618,1712
2019-01-17 09:30:00+00:00,1.14009,1.14014,1.13962,1.13974,1.14006,1.14011,1.1396,1.13971,6308.149999976158,6259.41999065876,2249
2019-01-17 09:45:00+00:00,1.13974,1.13983,1.13916,1.13939,1.13971,1.13979,1.13913,1.13935,5464.7999938726425,6214.979988336563,2093
2019-01-17 10:00:00+00:00,1.13939,1.1398,1.13891,1.13897,1.13935,1.13977,1.13888,1.13893,6040.399998545647,5981.579998493195,2233
2019-01-17 10:15:00+00:00,1.13897,1.13935,1.13889,1.1392,1.13895,1.13932,1.13885,1.13916,5027.329993605614,5894.479990839958,1947
2019-01-17 10:30:00+00:00,1.13921,1.1401,1.13917,1.13996,1.13919,1.14007,1.13913,1.13994,4551.739983677864,4310.189999222755,1731
2019-01-17 10:45:00+00:00,1.13995,1.1402,1.13975,1.14002,1.13993,1.14018,1.13972,1.13999,4435.579993486404,4285.970005273819,1577
2019-01-17 11:00:00+00:00,1.14003,1.14009,1.13958,1.13974,1.14,1.14006,1.13955,1.1397,4690.869994521141,4366.4699956178665,1719
2019-01-17 11:15:00+00:00,1.13974,1.14028,1.13966,1.1401,1.13971,1.14024,1.13963,1.14005,4839.139993786812,4731.939983487129,1791
2019-01-17 11:30:00+00:00,1.14009,1.14053,1.13995,1.1403,1.14005,1.14052,1.13992,1.14026,6094.709988832475,6519.090005040169,2424
2019-01-17 11:45:00+00:00,1.1403,1.14038,1.13975,1.13998,1.14028,1.14034,1.13972,1.13995,5132.9199904203415,5049.039993882179,1868
2019-01-17 12:00:00+00:00,1.13998,1.14036,1.13991,1.14004,1.13995,1.14034,1.13989,1.14002,5233.329997062683,5111.5899958610535,1906
2019-01-17 12:15:00+00:00,1.14005,1.14034,1.13992,1.14019,1.14002,1.14031,1.1399,1.14015,4434.229994058609,4338.95999121666,1607
2019-01-17 12:30:00+00:00,1.14018,1.14062,1.14001,1.14052,1.14014,1.14059,1.13998,1.14048,4436.149990081787,5051.269994854927,1715
2019-01-17 12:45:00+00:00,1.14052,1.14059,1.13995,1.14015,1.14049,1.14056,1.13993,1.14011,5077.75999891758,4697.2099940776825,1772
2019-01-17 13:00:00+00:00,1.14014,1.14049,1.13962,1.13965,1.14011,1.14047,1.1396,1.13963,6583.6700091362,6992.039982199669,2617
